0,0
0,0
0,0
0,0.5
0,0
0,0
0,5
0,5
0,5
0,5
0,0.53
0,0.53
0,0.54
0,0.54
0,0.53
0,0.52
0,0.52
0,0.53
0,0.52
0,5
0,0.51
0,5
0,5
0,0.51
0,0.51
0,0.52
0,0.55
0,0.51
0,0.53
0,0.53
0,0.53
0,0.51
0,0.51
0,0.53
0,0.54
0,0.54
0.5,0.54
0.51,0.55
0.52,0.55
0.53,0.56
0.54,0.57
0.54,0.56
0.55,0.57
0.56,0.57
0.57,0.58
0.58,0.59
0.59,0.6
0.6,0.61
0.6,0.62
0.61,0.63
0.62,0.63
0.62,0.64
0.63,0.65
0.63,0.67
0.64,0.67
0.67,0.68
0.69,0.69
0.7,0.7
0.71,0.72
0.72,0.73
0.73,0.73
0.74,0.74
0.74,0.75
0.76,0.75
0.72,0.77
0.72,0.76
0.73,0.76
0.74,0.78
0.83,0.78
0.76,0.82
0.77,0.83
0.85,0.84
0.8,0.86
0.82,0.87
0.83,0.89
0.85,0.91
0.87,0.92
0.9,0.94
0.92,0.96
0.94,0.98
0.96,1
0.98,1.02
1,1.04
1.02,1.06
1.03,1.07
1.06,1.09
1.12,1.11
1.13,1.13
1.15,1.15
1.17,1.16
1.19,1.18
1.2,1.2
1.22,1.21
1.24,1.23
1.21,1.25
1.23,1.26
1.28,1.28
1.26,1.3
1.26,1.31
1.26,1.31
1.26,1.3
1.25,1.28
1.25,1.27
1.25,1.27
1.25,1.27
1.25,1.27
1.25,1.27
1.25,1.27
1.25,1.27
1.25,1.27
1.33,1.27
0.77,5
0.76,1.34
0.76,1.33
1.25,1.33
0.75,1.28
1.24,1.28
1.24,1.35
1.24,1.25
1.24,5
0.74,5
0.73,5
5,5
0.73,1.25
1.39,1.25
0.7,1.25
0.7,0.75
0.69,0.73
0.69,0.73
0.68,0.73
0.68,5
0.78,5
0.68,0.71
0.67,0.7
0.75,0.7
0.73,0.69
0.73,0.7
0.76,0.7
0.76,0.7
0.77,0.71
0.77,0.71
0.78,0.72
0.81,0.74
0.81,5
0.83,5
0.85,5
0.86,5
0.77,5
0.79,1.47
0.8,5
0.82,5
0.84,1.49
0.86,5
1.02,5
1.04,5
1.12,5
1.09,5
1.8,5
1.01,5
1.58,1.57
1.6,1.59
1.27,1.6
1.27,1.62
1.27,1.63
1.28,1.65
1.3,1.66
1.32,1.68
1.7,1.69
1.42,1.7
1.2,1.72
1.45,1.74
1.28,1.75
1.28,1.76
1.41,1.27
1.41,1.8
1.43,1.81
1.46,1.83
1.48,1.85
1.5,1.86
1.42,1.88
1.54,1.89
1.4,1.9
1.37,1.91
1.36,5
1.36,5
1.37,5
1.36,1.42
1.36,5
1.36,5
